,sex,has_photo,has_mobile,followers_count,education_form,relation,education_status,occupation_type,result,english
4184,2,0,1,96,0,4,2,1,0,0
4185,2,0,1,85,0,4,2,1,1,0
4186,2,0,1,118,0,6,6,1,0,0
4187,2,1,1,69,2,4,5,0,0,0
4188,1,0,1,102,0,0,5,1,1,0
4189,2,0,1,104,0,0,2,1,0,0
4190,2,1,1,445,0,4,1,1,0,0
4191,1,1,1,221,1,4,5,1,1,0
4192,1,0,1,623,0,2,4,1,1,1
4193,2,0,1,4899,0,4,7,1,0,1
4194,2,1,1,403,2,4,2,0,0,0
4195,2,1,1,23,1,4,5,0,1,0
4196,2,1,1,97,1,4,4,1,0,0
4197,2,1,1,857,1,0,1,1,0,0
4198,1,0,1,1356,0,0,5,1,1,1
4199,2,0,1,90,1,4,2,0,0,0
4200,2,1,1,84,0,4,2,1,0,1
4201,1,0,1,564,0,4,2,1,1,0
4202,2,1,1,198,2,0,7,1,0,0
4203,1,1,1,653,0,1,5,0,1,0
4204,2,0,1,148,0,4,2,0,0,0
4205,2,1,1,1186,1,0,2,1,0,0
4206,1,1,1,369,0,4,2,1,1,0
4207,1,0,1,1415,0,0,5,1,1,1
4208,2,1,1,129,2,4,7,1,0,0
4209,1,0,1,403,0,8,5,1,1,1
4210,1,1,1,1416,0,0,6,0,1,0
4211,1,0,1,201,1,4,4,1,1,0
4212,1,0,1,146,0,4,5,1,1,0
4213,2,0,1,54,1,4,5,1,0,0
4214,2,0,1,170,0,0,2,0,0,1
4215,1,0,1,179,0,0,2,1,1,0
4216,2,1,1,378,0,4,2,1,0,0
4217,2,0,1,553,0,1,0,1,1,0
4218,1,1,1,878,1,1,4,1,1,0
4219,1,1,1,877,0,4,5,1,1,0
4220,2,0,1,419,0,0,2,0,0,0
4221,1,0,1,329,0,4,5,1,1,0
4222,2,0,1,131,0,4,5,1,0,0
4223,2,1,1,101,2,4,6,0,1,0
4224,1,0,1,1144,0,4,4,0,1,1
4225,1,1,1,226,0,1,1,1,1,0
4226,2,0,1,166,0,4,3,1,0,0
4227,2,0,1,245,1,4,5,0,0,0
4228,1,1,1,420,1,1,1,1,1,0
4229,2,0,1,1552,0,0,5,1,1,0
4230,2,1,1,225,0,0,1,0,0,0
4231,2,0,1,47,0,0,2,0,0,0
4232,2,1,1,137,0,4,5,1,1,0
4233,1,0,1,105,0,0,5,1,1,1
4234,2,0,1,139,0,7,4,0,1,0
4235,1,1,1,52,0,4,2,0,1,0
4236,2,0,1,1434,0,0,5,0,0,0
4237,1,1,1,51,0,0,4,0,1,0
4238,2,1,1,235,0,4,1,0,0,1
4239,1,1,1,470,0,7,1,1,1,0
4240,2,0,1,157,0,4,2,0,1,1
4241,1,0,1,186,0,0,5,0,1,0
4242,2,0,1,154,0,4,5,1,0,0
4243,2,0,1,57,0,4,5,0,0,0
4244,1,1,1,685,0,2,5,1,1,0
4245,1,1,1,365,0,0,1,0,1,0
4246,2,1,1,163,0,0,4,1,1,1
4247,1,0,1,326,0,0,4,0,1,1
4248,1,1,1,129,0,0,1,1,1,1
4249,2,0,1,340,0,1,4,0,0,0
4250,2,0,1,15,0,4,5,0,0,0
4251,1,1,1,401,0,4,2,1,1,1
4252,1,0,1,77,0,4,2,0,0,0
4253,2,1,1,3,0,4,5,1,0,0
4254,2,1,1,239,0,0,5,1,1,0
4255,2,1,1,220,0,1,7,0,0,0
4256,2,1,1,60,0,4,2,1,0,0
4257,1,0,1,345,0,0,4,1,1,0
4258,1,0,1,311,1,0,2,1,1,0
4259,1,0,1,335,0,0,1,1,1,1
4260,2,1,1,134,0,4,5,1,0,0
4261,1,0,1,324,0,0,5,1,1,0
4262,2,0,1,3,2,6,7,0,0,0
4263,2,0,1,1,0,1,6,1,0,0
4264,2,1,1,509,0,1,1,0,1,0
4265,1,0,1,1574,0,4,2,0,1,0
4266,1,0,1,223,0,1,2,1,1,0
4267,2,1,1,38,0,4,5,1,0,0
4268,2,0,1,53,0,0,5,0,0,0
4269,2,1,1,197,1,0,5,1,0,0
4270,2,0,1,262,2,4,5,1,1,0
4271,1,0,1,617,0,0,4,1,1,0
4272,2,0,1,255,0,0,7,1,1,0
4273,2,0,1,1422,0,0,5,1,0,0
4274,2,0,1,99,0,0,4,0,0,0
4275,1,1,1,503,0,0,4,1,1,1
4276,2,1,1,370,0,7,2,0,1,0
4277,1,0,1,3649,1,0,5,0,1,0
4278,2,1,1,161,0,0,5,0,0,0
4279,2,1,1,126,1,4,2,1,0,0
4280,2,0,1,53,0,5,5,0,0,1
4281,1,0,1,199,0,0,4,1,1,0
4282,1,1,1,505,0,4,5,0,1,1
4283,1,1,1,254,0,0,2,1,1,0
4284,2,0,1,119,0,0,5,1,0,0
4285,2,0,1,142,1,0,2,0,0,0
4286,2,1,1,19,0,4,4,1,1,0
4287,2,1,1,305,0,4,2,1,0,0
4288,1,0,1,56,0,0,5,1,1,0
4289,2,0,1,76,0,4,6,0,0,1
4290,2,1,1,19,0,0,5,1,1,0
4291,2,1,1,82,0,4,4,1,0,0
4292,2,0,1,20,0,0,5,1,0,0
4293,1,0,1,44,0,0,6,1,1,0
4294,1,0,1,265,0,4,5,1,1,0
4295,2,1,1,95,0,0,5,1,0,0
4296,2,1,1,214,1,7,4,1,0,0
4297,2,1,1,419,0,0,2,1,1,1
4298,2,0,1,255,0,0,2,1,0,0
4299,2,0,1,136,0,0,3,1,1,0
4300,1,1,1,109,0,4,5,1,1,0
4301,1,1,1,215,0,0,7,0,1,0
4302,2,0,1,197,0,0,1,0,0,1
4303,2,0,1,43,0,0,5,0,1,1
4304,2,0,1,155,1,0,2,1,0,0
4305,1,1,1,362,0,4,5,1,1,0
4306,1,1,1,1167,0,4,5,1,1,0
4307,1,0,1,1369,0,4,2,0,1,1
4308,1,0,1,318,0,4,2,1,1,0
4309,2,0,1,132,1,4,2,1,0,0
4310,1,0,1,634,0,4,5,0,1,0
4311,1,1,1,141,0,0,5,1,1,0
4312,2,0,1,142,1,1,6,1,0,0
4313,1,0,1,581,0,0,1,1,1,0
4314,1,1,1,180,0,0,2,1,1,0
4315,2,0,1,221,1,6,2,1,0,0
4316,2,1,1,59,0,4,5,0,0,0
4317,1,1,1,48,0,4,4,1,1,0
4318,2,0,1,79,0,1,5,1,0,0
4319,1,1,1,22,0,4,5,1,1,0
4320,2,1,1,6,0,4,5,1,0,0
4321,2,0,1,65,0,1,4,0,0,0
4322,1,0,1,371,1,4,5,0,1,0
4323,1,0,1,1605,0,2,1,0,1,0
4324,1,1,1,5105,1,0,5,0,0,1
4325,1,0,1,315,0,0,2,1,1,0
4326,1,0,1,82,0,0,5,1,1,0
4327,1,1,1,526,0,4,5,1,1,0
4328,2,0,1,99,0,0,3,0,1,0
4329,1,1,1,533,0,7,2,0,1,0
4330,2,0,1,49,0,4,5,0,1,0
4331,2,1,1,631,0,0,5,1,0,1
4332,2,0,1,38,0,0,2,0,0,0
4333,2,1,1,52,0,4,2,1,0,0
4334,1,1,1,484,0,0,5,0,1,0
4335,1,1,1,4456,0,1,5,0,1,0
4336,2,0,1,248,0,0,5,1,1,0
4337,1,0,1,199,0,4,6,1,1,0
4338,1,0,1,485,0,0,4,1,1,0
4339,2,0,1,49,0,0,6,0,1,0
4340,1,0,1,462,0,7,6,0,0,1
4341,2,1,1,86,0,0,5,1,1,0
4342,2,0,1,264,1,4,2,0,0,0
4343,2,1,1,296,0,0,5,1,1,0
4344,1,0,1,776,0,0,5,0,1,0
4345,2,0,1,549,1,7,5,1,1,0
4346,1,1,1,75,0,4,5,1,1,0
4347,2,1,1,48,0,0,2,0,1,1
4348,2,1,1,299,0,4,5,0,1,0
4349,2,1,1,92,0,4,5,1,0,0
4350,1,0,1,3001,0,4,5,1,1,0
4351,2,1,1,88,0,1,7,1,0,0
4352,1,0,1,133,0,2,1,1,1,1
4353,1,0,1,168,0,7,5,1,1,0
4354,2,0,1,141,1,4,7,1,1,0
4355,2,0,1,121,0,0,0,1,1,0
4356,2,0,1,215,1,0,5,1,0,0
4357,2,1,1,51,0,4,5,1,0,0
4358,2,1,1,30,0,4,5,1,0,0
4359,2,0,1,513,0,4,3,0,1,0
4360,2,1,1,81,0,4,2,0,0,0
4361,2,0,1,782,0,1,5,1,1,0
4362,1,0,1,133,0,4,4,0,1,0
4363,1,0,1,188,0,0,2,1,1,0
4364,2,1,1,88,1,0,5,0,0,1
4365,1,1,1,797,0,3,5,0,1,0
4366,2,0,1,135,2,0,6,1,0,1
4367,1,0,1,150,0,4,5,1,1,0
4368,1,0,1,161,0,0,5,1,1,0
4369,1,1,1,430,0,0,2,0,1,0
4370,2,1,1,272,1,6,2,1,1,0
4371,2,0,1,269,1,4,5,0,0,0
4372,1,0,1,1347,0,0,5,1,1,0
4373,2,0,1,64,0,4,5,1,0,0
4374,2,1,1,12,0,4,5,1,0,0
4375,1,0,1,555,0,0,5,0,1,0
4376,2,1,1,81,0,4,5,1,0,0
4377,2,1,1,1,0,0,5,1,0,0
4378,1,0,1,235,1,0,0,0,1,0
4379,1,0,1,291,0,5,0,1,1,0
4380,2,1,1,497,0,4,5,0,0,0
4381,2,0,1,621,0,1,4,1,1,1
4382,1,0,1,630,0,4,2,1,0,0
4383,1,1,1,594,2,4,5,1,1,1
4384,1,0,1,178,0,0,2,1,1,1
4385,2,1,1,91,1,0,2,1,0,0
4386,2,0,1,586,0,0,6,1,0,1
4387,1,1,1,505,0,0,5,1,1,0
4388,2,1,1,105,0,1,5,1,1,0
4389,2,1,1,202,0,1,0,1,0,0
4390,1,1,1,367,0,2,5,1,1,0
4391,1,1,1,239,0,0,6,1,1,0
4392,2,1,1,63,0,0,2,1,1,0
4393,1,0,1,467,0,0,2,1,1,1
4394,1,1,1,1002,0,0,2,1,0,1
4395,1,1,1,1191,1,0,2,1,1,0
4396,1,1,1,417,0,0,2,1,1,0
4397,2,1,1,68,0,0,4,1,1,0
4398,1,1,1,326,0,1,4,1,1,1
4399,2,1,1,228,0,5,2,0,0,1
4400,2,0,1,127,0,0,7,1,0,0
4401,2,0,1,133,0,0,3,0,1,0
4402,1,0,1,446,0,0,5,1,1,0
4403,1,1,0,236,0,7,2,1,1,1
4404,2,1,1,247,0,0,2,0,1,0
4405,2,0,1,200,0,0,1,1,0,0
4406,2,1,1,121,0,0,4,1,1,1
4407,1,0,1,385,1,4,2,0,1,0
4408,2,1,1,345,1,4,5,0,0,0
4409,2,0,1,558,0,0,1,0,0,0
4410,2,1,1,34,1,0,2,1,0,0
4411,1,0,1,248,0,0,2,1,1,0
4412,2,1,1,287,1,2,0,1,1,0
4413,1,0,1,49,0,0,5,0,1,0
4414,2,0,1,148,0,6,0,1,0,0
4415,2,1,1,129,0,4,2,0,1,0
4416,2,1,1,124,0,4,5,1,0,0
4417,2,0,1,59,0,0,1,1,0,0
4418,1,0,1,367,0,1,5,1,1,0
4419,1,1,1,375,1,4,1,1,1,0
4420,1,0,1,212,0,0,4,1,1,0
4421,2,1,1,123,0,0,6,1,0,0
4422,2,1,1,4,0,0,1,1,0,0
4423,2,1,1,642,1,0,5,1,0,0
4424,1,1,1,459,1,4,4,1,1,0
4425,2,1,1,197,0,0,2,1,0,0
4426,1,0,1,288,0,0,6,1,1,0
4427,1,1,1,176,1,0,4,0,1,0
4428,2,0,1,155,0,1,7,1,1,0
4429,2,1,1,366,0,8,7,1,0,0
4430,2,0,1,42,0,4,5,0,0,0
4431,1,0,1,2044,0,0,5,1,1,0
4432,1,0,1,483,2,4,5,1,1,0
4433,2,0,1,204,0,6,5,0,0,1
4434,2,0,1,119,0,1,5,1,0,0
4435,1,0,1,289,1,0,5,1,1,0
4436,2,1,1,505,2,6,0,0,1,0
4437,1,1,1,1093,0,0,5,0,1,0
4438,1,1,1,209,0,0,5,1,1,0
4439,1,1,1,345,0,0,1,0,1,0
4440,2,1,1,27,1,0,2,1,1,0
4441,2,1,1,643,0,0,2,1,0,1
4442,2,0,1,0,0,0,5,1,1,0
4443,1,1,1,111,2,1,5,1,1,0
4444,2,0,1,158,0,4,2,1,1,0
4445,2,0,1,176,0,4,6,0,0,0
4446,2,0,1,1285,0,0,1,0,1,1
4447,1,1,1,863,0,0,4,0,1,0
4448,2,0,1,242,0,4,5,0,0,0
4449,1,0,1,684,0,0,2,1,1,0
4450,2,0,1,170,1,4,2,0,0,0
4451,1,1,1,2768,1,1,5,1,1,0
4452,1,1,1,284,0,4,5,1,1,0
4453,1,1,1,12,0,4,6,0,1,0
4454,2,0,1,20,0,1,5,0,1,1
4455,2,1,1,158,1,0,2,1,0,0
4456,1,1,1,210,2,4,2,1,1,0
4457,2,0,1,597,0,7,7,0,0,0
4458,1,1,1,200,0,1,1,1,1,1
4459,2,1,1,154,0,4,2,1,0,0
4460,1,1,1,273,0,1,5,1,1,0
4461,2,0,1,27,0,1,6,0,0,0
4462,1,1,1,521,2,7,2,1,0,0
4463,2,0,1,7,0,4,5,1,0,0
4464,1,1,1,1058,1,4,2,0,1,0
4465,2,1,1,91,0,1,1,0,0,0
4466,2,0,1,272,0,4,5,0,0,0
4467,1,0,1,813,0,0,0,1,1,0
4468,2,0,1,65,0,1,2,1,0,0
4469,1,1,1,1126,1,4,5,1,1,0
4470,1,1,1,1752,0,0,5,1,1,0
4471,2,0,1,500,1,0,2,1,0,0
4472,1,0,1,756,0,0,5,1,1,0
4473,1,0,1,154,0,4,6,0,1,0
4474,1,1,1,1249,0,1,5,0,1,0
4475,1,1,1,177,0,7,5,0,1,0
4476,2,1,1,62,0,1,2,1,1,0
4477,1,0,1,434,0,2,2,1,0,1
4478,1,1,1,239,0,4,5,1,1,0
4479,1,0,1,323,0,4,5,0,1,1
4480,1,1,1,1109,0,0,2,1,1,0
4481,2,1,1,24,1,4,7,0,0,0
4482,2,1,1,122,1,4,3,1,0,0
4483,1,0,1,146,0,4,1,0,1,1
4484,2,1,1,89,0,4,4,1,0,0
4485,2,1,1,48,0,4,5,0,0,0
4486,1,0,1,733,0,0,5,1,1,0
4487,2,0,1,608,0,0,5,0,1,0
4488,1,1,1,3761,0,0,5,1,1,0
4489,2,1,1,7,0,0,5,1,0,0
4490,1,0,1,135,0,1,4,1,1,0
4491,2,1,1,97,1,4,5,1,0,0
4492,1,0,1,279,0,0,4,1,1,1
4493,2,0,1,48,1,0,4,0,0,0
4494,1,1,1,119,0,2,5,0,1,0
4495,1,0,1,254,1,0,5,1,1,0
4496,2,1,1,31,0,1,6,1,1,0
4497,2,1,1,254,0,0,5,1,1,0
4498,1,0,1,32,0,0,5,1,1,0
4499,2,1,1,72,1,4,2,1,0,1
4500,2,1,1,169,0,0,4,1,0,0
4501,1,1,1,203,0,4,5,1,0,0
4502,2,0,1,80,0,1,2,1,0,0
4503,2,0,1,28,0,4,5,1,1,0
4504,1,1,1,310,0,0,5,1,1,0
4505,2,1,1,308,0,0,5,0,1,1
4506,2,1,1,101,0,0,5,1,0,0
4507,1,0,1,2951,0,1,5,1,1,0
4508,2,1,1,36,0,0,2,1,0,0
4509,1,0,1,489,0,0,5,1,1,0
4510,2,1,1,76,0,4,5,1,1,0
4511,2,0,1,297,0,0,4,1,1,0
4512,1,0,1,439,0,0,5,0,1,1
4513,2,0,0,95,0,0,7,1,0,0
4514,1,0,1,501,1,0,2,1,1,0
4515,1,1,1,156,0,0,4,1,1,0
4516,1,1,1,351,0,4,1,0,1,1
4517,1,1,1,297,0,4,5,1,1,0
4518,1,1,1,339,0,4,5,1,1,0
4519,2,1,1,75,0,0,5,1,0,0
4520,1,0,1,378,1,0,5,1,1,0
4521,1,1,1,1007,1,4,5,0,1,0
4522,1,0,1,386,0,1,5,1,1,0
4523,1,0,1,45,0,4,5,1,1,0
4524,2,0,1,94,1,4,2,0,0,0
4525,2,0,1,147,0,0,2,1,0,0
4526,2,1,1,226,0,4,1,0,0,0
4527,1,1,1,100,0,0,3,1,1,0
4528,2,0,1,365,0,4,1,0,0,0
4529,1,1,1,3936,0,0,5,1,1,0
4530,2,0,1,59,0,0,4,1,1,1
4531,1,0,1,86,0,0,5,1,1,0
4532,1,0,1,2506,0,4,2,1,1,0
4533,2,0,1,41,0,0,5,1,1,1
4534,2,1,1,397,0,4,5,1,0,0
4535,2,0,1,417,0,0,5,1,0,1
4536,1,1,1,479,0,0,5,1,1,0
4537,2,0,1,121,1,4,2,1,0,0
4538,2,0,1,929,2,1,5,0,1,0
4539,1,0,1,220,0,0,1,1,1,0
4540,2,1,1,33,1,0,5,0,0,0
4541,2,1,1,156,0,4,5,0,0,0
4542,2,1,1,125,0,0,2,1,0,0
4543,1,0,1,351,0,0,5,1,1,0
4544,1,1,1,375,0,1,4,1,1,1
4545,1,1,1,91,0,0,5,0,1,0
4546,1,1,1,292,0,7,1,1,1,0
4547,1,1,1,45,0,0,5,1,1,1
4548,2,0,1,20,0,0,5,0,0,1
4549,2,0,1,207,0,1,2,1,0,0
4550,2,0,1,93,0,0,2,1,1,0
4551,2,0,1,2,0,1,5,0,0,0
4552,1,0,1,530,0,4,5,0,1,0
4553,2,0,1,339,0,1,4,0,1,0
4554,1,1,1,116,1,0,2,1,1,0
4555,2,1,1,84,0,4,5,1,0,0
4556,2,0,1,48,0,1,5,1,0,0
4557,2,0,1,335,0,6,7,1,0,0
4558,2,0,1,203,0,4,1,1,0,0
4559,2,0,1,151,0,4,0,1,0,0
4560,2,0,1,196,0,4,2,0,0,0
4561,1,1,1,1214,0,4,4,0,1,0
4562,2,0,1,2047,0,4,1,1,1,1
4563,2,1,1,84,0,1,5,1,0,0
4564,2,0,1,244,0,0,5,1,0,0
4565,1,0,1,187,0,4,7,1,1,0
4566,2,1,1,31,0,0,5,1,0,0
4567,2,0,1,199,0,0,4,1,1,1
4568,1,1,1,24,0,4,5,1,1,1
4569,1,1,1,31,0,4,5,1,1,0
4570,1,0,1,63,0,4,1,0,1,1
4571,2,1,1,24,0,1,6,1,0,0
4572,2,1,1,88,0,4,5,1,0,0
4573,1,1,1,534,0,0,2,0,1,0
4574,2,0,1,172,0,0,4,1,0,0
4575,1,0,1,758,0,4,5,1,1,0
4576,1,1,1,702,0,0,5,1,1,0
4577,1,0,1,454,0,3,2,1,1,0
4578,1,0,1,94,0,4,5,0,1,1
4579,2,1,1,225,0,7,2,1,0,0
4580,1,1,1,296,1,0,5,0,1,1
4581,2,0,1,269,0,0,1,1,0,0
4582,1,1,1,50,0,0,1,1,0,0
4583,2,1,1,14,0,4,5,1,0,0
4584,2,0,1,41,0,4,2,1,0,0
4585,2,0,1,158,0,0,6,0,1,1
4586,2,0,1,3,1,0,8,1,1,0
4587,2,1,1,3776,0,0,5,1,1,0
4588,2,0,1,132,0,0,2,1,0,0
4589,2,0,1,202,0,0,5,0,1,0
4590,1,0,1,47,0,4,4,1,1,0
4591,2,1,1,92,0,1,2,1,1,0
4592,1,0,1,3729,0,6,6,1,1,0
4593,2,1,1,222,1,0,5,1,1,0
4594,1,0,1,475,0,0,2,1,1,0
4595,2,0,1,115,0,4,3,0,0,0
4596,2,1,1,122,1,0,2,1,0,0
4597,1,0,1,353,0,4,5,1,1,0
4598,2,0,1,161,0,4,5,1,0,0
4599,2,0,1,37,2,0,5,1,0,0
4600,2,1,1,1002,0,4,1,1,1,1
4601,2,1,1,80,0,6,3,0,0,0
4602,1,1,1,13,0,0,5,1,1,0
4603,2,0,1,148,0,6,7,1,0,0
4604,2,1,1,962,0,1,2,0,0,1
4605,1,1,1,593,0,0,5,1,1,0
4606,1,0,1,426,0,0,4,1,1,0
4607,2,1,1,367,0,7,2,0,0,0
4608,1,0,1,369,0,4,5,0,1,0
4609,2,1,1,31,0,1,5,1,0,0
4610,1,0,1,259,2,0,5,1,1,0
4611,2,0,1,52,0,4,2,1,1,0
4612,1,1,1,99,0,1,5,1,1,0
4613,1,1,1,3035,0,0,5,0,1,0
4614,2,0,1,391,0,1,5,1,0,0
4615,1,1,1,102,0,7,4,0,1,0
4616,2,0,1,65,0,7,0,1,0,0
4617,1,0,1,714,0,3,4,1,1,0
4618,2,1,1,25,0,4,5,1,0,0
4619,1,1,1,833,0,0,5,1,0,1
4620,1,0,1,710,0,4,2,1,1,0
4621,1,0,1,118,0,0,5,1,1,0
4622,1,1,1,292,0,0,5,1,1,0
4623,1,0,1,500,0,0,5,0,1,0
4624,1,1,1,55,0,0,6,0,1,0
4625,2,0,1,168,0,0,2,1,0,0
4626,2,1,1,163,0,0,5,1,0,0
4627,2,0,1,164,0,0,5,0,0,0
4628,2,0,1,88,1,7,1,0,0,0
4629,1,0,1,1740,0,0,3,0,1,0
4630,2,1,1,126,0,4,2,1,0,0
4631,2,0,1,227,1,0,5,1,0,0
4632,2,1,1,98,0,4,2,0,0,0
4633,2,1,1,239,0,1,2,0,0,1
4634,2,0,1,89,1,4,7,0,0,0
4635,2,1,1,192,0,0,5,0,0,0
4636,1,0,1,215,0,4,1,1,1,0
4637,1,1,1,177,0,4,2,0,1,1
4638,2,0,1,0,1,4,5,0,0,0
4639,1,1,1,829,0,0,2,1,1,0
4640,1,1,1,177,0,4,2,1,1,0
4641,2,1,1,66,0,4,8,0,0,0
4642,2,0,0,27,0,4,5,1,0,0
4643,2,0,1,162,0,7,5,1,0,1
4644,1,0,1,165,0,0,5,1,1,0
4645,1,1,1,409,0,4,5,0,1,1
4646,2,0,1,166,1,4,5,0,1,0
4647,2,1,1,159,1,7,4,0,0,0
4648,2,1,1,23,0,4,5,0,0,0
4649,1,0,1,298,0,0,3,1,1,1
4650,1,1,1,1017,1,0,2,0,1,0
4651,2,1,1,41,0,4,5,1,0,0
4652,1,0,1,273,0,4,5,1,1,0
4653,1,0,1,7054,0,3,5,1,0,1
4654,1,0,1,359,0,0,1,1,1,1
4655,1,1,1,38,0,0,2,1,1,0
4656,2,1,1,40,0,1,5,1,0,0
4657,2,0,1,44,0,4,5,1,0,0
4658,1,1,1,1412,0,0,3,1,1,0
4659,1,0,1,52,1,1,5,1,1,0
4660,1,0,1,122,0,0,5,1,1,0
4661,2,1,1,433,0,0,5,0,1,0
4662,2,1,1,24,2,4,1,1,1,0
4663,1,0,1,46,1,4,2,1,0,0
4664,2,0,1,243,0,4,1,1,0,1
4665,1,1,1,26,0,0,6,1,1,0
4666,2,1,1,373,0,4,2,1,0,0
4667,2,1,1,112,0,0,2,1,0,0
4668,2,1,1,233,1,4,5,0,0,0
4669,2,0,1,23,0,4,5,0,0,0
4670,1,1,1,446,0,0,5,0,1,0
4671,1,1,1,873,0,0,1,1,1,0
4672,1,0,1,318,0,0,6,1,1,0
4673,1,0,1,512,0,4,5,0,1,0
4674,1,1,1,1560,0,0,5,0,1,0
4675,1,0,1,457,0,0,4,1,1,0
4676,2,0,1,285,0,0,2,1,0,0
4677,2,1,1,106,0,0,2,1,1,1
4678,2,1,1,763,0,4,5,1,0,0
4679,2,1,1,27,0,4,2,0,0,0
4680,2,0,1,211,0,4,5,0,1,0
4681,1,1,1,412,0,0,6,0,1,1
4682,2,0,1,122,0,4,2,1,0,0
4683,1,1,1,311,1,0,5,1,1,0
4684,2,0,1,213,0,1,4,1,0,0
4685,2,1,1,55,0,0,2,1,0,0
4686,2,0,1,73,0,2,5,0,0,0
4687,2,1,1,88,0,1,6,1,0,0
4688,2,1,1,199,0,4,2,1,0,0
4689,1,1,1,304,0,0,4,1,1,1
4690,2,1,1,21,0,4,8,0,0,0
4691,1,1,1,1507,0,4,1,0,0,0
4692,2,1,1,208,0,1,4,1,0,0
4693,1,1,1,287,0,4,6,0,1,0
4694,2,0,1,676,0,4,2,1,0,0
4695,1,1,1,169,0,0,3,0,1,0
4696,2,0,1,131,0,0,5,1,1,0
4697,2,1,1,209,0,0,7,1,0,0
4698,2,0,1,114,0,4,1,1,0,0
4699,2,0,1,69,0,4,4,0,0,0
4700,2,1,1,93,1,4,5,1,0,0
4701,1,1,1,133,0,1,4,1,1,0
4702,2,1,1,152,1,4,1,1,0,0
4703,2,1,1,95,0,0,5,1,1,0
4704,2,0,1,0,0,0,4,0,1,1
4705,2,0,1,124,0,4,4,1,1,0
4706,2,0,1,116,0,0,1,1,0,0
4707,1,1,1,179,0,4,5,1,1,0
4708,2,1,1,49,0,4,5,0,0,0
4709,1,1,1,31,0,0,3,1,1,0
4710,2,1,1,18,0,4,5,1,1,0
4711,1,1,1,265,1,0,5,1,1,0
4712,1,1,1,230,0,0,3,1,1,0
4713,2,0,1,59,0,1,5,1,0,0
4714,2,0,1,204,1,0,5,1,0,0
4715,2,1,1,31,0,4,5,0,0,0
4716,1,1,1,1021,0,0,8,0,1,0
4717,1,0,1,77,0,1,5,0,1,1
4718,1,1,1,172,0,1,1,1,1,0
4719,1,1,1,269,0,0,2,1,1,0
4720,1,0,1,559,0,4,2,1,1,0
4721,1,0,1,190,0,0,1,0,1,0
4722,2,1,1,57,0,0,4,1,0,0
4723,2,1,1,303,1,0,1,1,0,0
4724,1,1,1,1483,0,4,5,1,1,0
4725,2,0,1,114,0,0,1,1,0,0
4726,1,1,1,478,0,4,8,0,1,1
4727,1,1,1,1733,1,4,2,0,1,0
4728,2,0,1,170,0,1,4,1,0,0
4729,2,0,1,149,0,4,2,1,0,0
4730,1,1,1,1346,1,4,5,1,1,0
4731,2,0,1,298,0,0,2,1,0,0
4732,2,1,1,98,0,4,1,1,0,0
4733,2,1,1,8,1,0,6,1,1,0
4734,1,1,1,337,0,0,1,0,1,0
4735,2,0,1,25,0,1,5,1,0,0
4736,2,1,1,357,0,0,4,0,0,0
4737,2,0,1,222,0,4,5,0,0,1
4738,1,1,1,442,0,4,1,1,1,0
4739,2,0,1,295,1,4,1,1,0,0
4740,1,1,1,266,1,0,1,0,1,0
4741,1,1,1,91,0,4,5,1,1,0
4742,2,1,1,71,0,4,7,0,1,0
4743,2,0,1,42,0,0,4,1,0,0
4744,2,0,1,107,0,4,5,0,0,0
4745,1,1,1,6172,2,6,3,0,0,1
4746,2,1,1,118,2,4,5,1,0,0
4747,2,0,1,122,0,0,6,1,1,1
4748,1,0,1,321,0,0,5,1,1,0
4749,2,0,1,223,0,0,1,1,1,1
4750,2,1,1,148,0,0,5,1,0,1
4751,2,1,1,245,1,2,2,1,0,0
4752,1,1,1,18,0,0,5,1,1,0
4753,2,1,1,214,0,0,2,0,1,1
4754,2,0,1,1126,1,4,5,0,0,0
4755,1,1,1,184,0,2,0,0,1,0
4756,2,0,1,227,1,7,1,1,0,0
4757,1,1,1,198,0,0,6,0,1,0
4758,2,1,1,134,2,4,4,1,0,1
4759,1,0,1,36,0,0,2,1,1,0
4760,1,0,1,67,0,0,5,1,1,0
4761,2,1,1,38,0,4,8,0,1,0
4762,1,1,1,252,0,1,5,1,1,0
4763,2,0,1,1261,0,4,6,0,1,0
4764,2,0,1,83,0,0,5,1,0,0
4765,2,0,1,55,0,6,5,0,0,1
4766,1,1,1,109,0,0,5,0,1,0
4767,1,1,1,172,0,0,5,1,1,0
4768,2,0,1,190,0,1,5,0,0,0
4769,2,1,1,261,0,0,4,1,0,0
4770,2,0,1,266,1,0,1,1,0,1
4771,2,1,1,337,0,4,2,0,0,0
4772,2,0,1,326,0,1,2,1,1,0
4773,1,1,1,145,0,0,4,0,1,0
4774,2,1,1,137,0,4,2,1,0,0
4775,1,1,1,457,0,7,2,0,1,0
4776,2,1,1,140,0,1,5,0,1,0
4777,1,0,1,208,0,0,2,1,1,0
4778,2,1,1,61,0,4,5,1,0,0
4779,2,1,1,80,0,1,2,1,0,0
4780,1,0,1,276,0,4,2,1,1,0
4781,1,0,1,1210,0,0,5,1,1,0
4782,1,0,1,556,0,0,5,0,1,1
4783,2,1,1,184,2,4,4,1,0,1
4784,2,0,1,63,0,4,5,1,0,0
4785,2,0,1,464,0,0,3,1,0,0
4786,1,1,1,857,0,0,1,0,1,1
4787,2,0,1,172,0,1,2,1,0,0
